ID Modele;Nom Modele;ID Propriete;Nom
24;Traité - Lecteur MP3 – MP4;73;Garantie
25;Traité - Télévisions (LCD/PLASMAS);4889;Spécificités Web Déstockage
25;Traité - Télévisions (LCD/PLASMAS);26549;Télévision|Certification de télévision numérique
25;Traité - Télévisions (LCD/PLASMAS);28942;Télévision|Certification de télévision numérique (France)
25;Traité - Télévisions (LCD/PLASMAS);26545;Télévision|Diagonale d'écran (cm)
25;Traité - Télévisions (LCD/PLASMAS);26546;Télévision|Luminosité
25;Traité - Télévisions (LCD/PLASMAS);26547;Télévision|Qté de ports HDMI
25;Traité - Télévisions (LCD/PLASMAS);27947;Télévision|Rapport d'image
25;Traité - Télévisions (LCD/PLASMAS);26554;Télévision|Résolution
25;Traité - Télévisions (LCD/PLASMAS);26775;Télévision|Taux de contraste dynamique
25;Traité - Télévisions (LCD/PLASMAS);26544;Télévision|Diagonale d'écran
25;Traité - Télévisions (LCD/PLASMAS);127;Disque Dur
25;Traité - Télévisions (LCD/PLASMAS);133;Taille Ecran
25;Traité - Télévisions (LCD/PLASMAS);138;Format image
25;Traité - Télévisions (LCD/PLASMAS);146;Compatibilité HD
25;Traité - Télévisions (LCD/PLASMAS);147;HDMI
25;Traité - Télévisions (LCD/PLASMAS);150;Port USB
25;Traité - Télévisions (LCD/PLASMAS);160;Tuner
25;Traité - Télévisions (LCD/PLASMAS);161;Fréquence
25;Traité - Télévisions (LCD/PLASMAS);162;Pied rotatif
25;Traité - Télévisions (LCD/PLASMAS);163;Entrée PC
25;Traité - Télévisions (LCD/PLASMAS);164;Entrée Cartes mémoires
25;Traité - Télévisions (LCD/PLASMAS);165;DVD / Disque Dur
25;Traité - Télévisions (LCD/PLASMAS);167;Finition laqué brillant
25;Traité - Télévisions (LCD/PLASMAS);29;Résolution
25;Traité - Télévisions (LCD/PLASMAS);31;Contraste
25;Traité - Télévisions (LCD/PLASMAS);32;Luminosité
25;Traité - Télévisions (LCD/PLASMAS);548;Spécificités Web Déstockage
25;Traité - Télévisions (LCD/PLASMAS);73;Garantie
25;Traité - Télévisions (LCD/PLASMAS);31430;Vide 1
26;Traité - Vidéoprojecteurs;4889;Spécificités Web Déstockage
26;Traité - Vidéoprojecteurs;26878;Écran|Abréviation du type de résolution
26;Traité - Vidéoprojecteurs;26832;Projecteur|Dimensions maximales d'image
26;Traité - Vidéoprojecteurs;26787;Ecran|Luminosité d'image
26;Traité - Vidéoprojecteurs;26791;Ecran|Rapport de contraste d'image
26;Traité - Vidéoprojecteurs;26840;Projecteur|Rapport hauteur-largeur natif
26;Traité - Vidéoprojecteurs;26340;Ecran|Résolution native
26;Traité - Vidéoprojecteurs;26342;Ecran|Type
26;Traité - Vidéoprojecteurs;26794;Entrée vidéo|Norme de vidéo numérique
26;Traité - Vidéoprojecteurs;11;Lecteur de carte
26;Traité - Vidéoprojecteurs;138;Format image
26;Traité - Vidéoprojecteurs;139;Technologie
26;Traité - Vidéoprojecteurs;145;Luminosité
26;Traité - Vidéoprojecteurs;146;Compatibilité HD
26;Traité - Vidéoprojecteurs;147;HDMI
26;Traité - Vidéoprojecteurs;148;Lecteur DVD integré
26;Traité - Vidéoprojecteurs;149;Haut Parleur
26;Traité - Vidéoprojecteurs;150;Port USB
26;Traité - Vidéoprojecteurs;151;Prise DVI
26;Traité - Vidéoprojecteurs;163;Entrée PC
26;Traité - Vidéoprojecteurs;229;Niveau sonore
26;Traité - Vidéoprojecteurs;29;Résolution
26;Traité - Vidéoprojecteurs;31;Contraste
26;Traité - Vidéoprojecteurs;453;Projection Image
26;Traité - Vidéoprojecteurs;548;Spécificités Web Déstockage
26;Traité - Vidéoprojecteurs;73;Garantie
26;Traité - Vidéoprojecteurs;78;WiFi
27;Traité - Lecteur – Enregistreur de DVD;4889;Spécificités Web Déstockage
27;Traité - Lecteur – Enregistreur de DVD;27029;DVD|Type de support
27;Traité - Lecteur – Enregistreur de DVD;27118;Multimédia réseau et Internet|Connexion réseau
27;Traité - Lecteur – Enregistreur de DVD;26584;Périphériques multimédia numériques|Interfaces
27;Traité - Lecteur – Enregistreur de DVD;26758;Stockage numérique|Capacité
27;Traité - Lecteur – Enregistreur de DVD;27212;Stockage numérique|Capacité du lecteur de stockage
27;Traité - Lecteur – Enregistreur de DVD;27009;Stockage numérique|Cartes mémoire flash prises en charge
27;Traité - Lecteur – Enregistreur de DVD;124;Support
27;Traité - Lecteur – Enregistreur de DVD;125;Entrée DV
27;Traité - Lecteur – Enregistreur de DVD;126;Connectiques HDMI
27;Traité - Lecteur – Enregistreur de DVD;127;Disque Dur
27;Traité - Lecteur – Enregistreur de DVD;128;TNT
27;Traité - Lecteur – Enregistreur de DVD;129;USB Host
27;Traité - Lecteur – Enregistreur de DVD;251;Lecture HD
27;Traité - Lecteur – Enregistreur de DVD;548;Spécificités Web Déstockage
27;Traité - Lecteur – Enregistreur de DVD;73;Garantie
27;Traité - Lecteur – Enregistreur de DVD;87;Lecteur de carte(s)
27;Traité - Lecteur – Enregistreur de DVD;91;USB
27;Traité - Lecteur – Enregistreur de DVD;95;Ethernet
28;Traité - Carte graphique bis;4889;Spécificités Web Déstockage
28;Traité - Carte graphique bis;26898;Mémoire vidéo|Taille installée
28;Traité - Carte graphique bis;26899;Mémoire vidéo|Technologie
28;Traité - Carte graphique bis;26364;Sortie vidéo|Processeur graphique
